ASV	Chrom	Pos	WaldPValue	GeneIDs	GeneIDs
OTU_546_16S	Ha412HOChr08	158740989	3.316908e-08	AGAMOUS-like_104,Sec23/Sec24_protein_transport_family_protein	Ha412HOChr08g0369141,Ha412HOChr08g0369151
OTU_546_16S	Ha412HOChr09	14574027	8.402290e-08	disease_resistance_protein_(TIR-NBS-LRR_class),[LOW_BITSCORE]_mitogen-activated_protein_kinase_kinase_3,[LOW_BITSCORE]_translation_initiation_factor,[LOW_BITSCORE]_Dof-type_zinc_finger_DNA-binding_family_protein,syntaxin_of_plants_32,uncharacterized_protein_AT2G25670,[LOW_BITSCORE]_disease_resistance_protein_(TIR-NBS-LRR_class)	Ha412HOChr09g0375721,Ha412HOChr09g0375731,Ha412HOChr09g0375751,Ha412HOChr09g0375771,Ha412HOChr09g0375801,Ha412HOChr09g0375811,Ha412HOChr09g0375841
OTU_546_16S	Ha412HOChr15	135184005	3.615448e-08	NoGenes	NoGenes
OTU_548_16S	Ha412HOChr10	38650925	3.036507e-08	NoGenes	NoGenes
OTU_548_16S	Ha412HOChr14	143617669	5.582987e-09	wall_associated_kinase-like_2,Wall-associated_kinase_family_protein,Nucleic_acid-binding,_OB-fold-like_protein,Pentatricopeptide_repeat_(PPR-like)_superfamily_protein	Ha412HOChr14g0670421,Ha412HOChr14g0670451,Ha412HOChr14g0670461,Ha412HOChr14g0670471
OTU_548_16S	Ha412HOChr14	148491715	7.789864e-08	RING/U-box_superfamily_protein_with_ARM_repeat_domain-containing_protein,Eukaryotic_aspartyl_protease_family_protein,natural_resistance-associated_macrophage_protein_3,[LOW_BITSCORE]_Ribonuclease_H-like_superfamily_protein	Ha412HOChr14g0671811,Ha412HOChr14g0671831,Ha412HOChr14g0671841,Ha412HOChr14g0671851
OTU_548_16S	Ha412HOChr15	137987989	8.166445e-08	[LOW_BITSCORE]_Transcriptional_factor_B3_family_protein	Ha412HOChr15g0736311
OTU_559_16S	Ha412HOChr02	73830186	8.795832e-08	NoGenes	NoGenes
OTU_559_16S	Ha412HOChr02	73830199	8.067848e-08	NoGenes	NoGenes
OTU_559_16S	Ha412HOChr07	101157110	7.302606e-08	NoGenes	NoGenes
OTU_559_16S	Ha412HOChr07	140228424	6.438590e-08	arogenate_dehydratase_6,[LOW_BITSCORE]_myosin_heavy_chain-like_protein,nucleobase-ascorbate_transporter_12,binding_protein,transcriptional_activator_(DUF662)	Ha412HOChr07g0315511,Ha412HOChr07g0315521,Ha412HOChr07g0315531,Ha412HOChr07g0315541,Ha412HOChr07g0315561
OTU_559_16S	Ha412HOChr09	192028802	9.253199e-08	signal_recognition_particle-related_/_SRP-like_protein,Glycosyl_hydrolase_family_38_protein,magnesium-protoporphyrin_IX_methyltransferase,MEI2-like_4,DCD_(Development_and_Cell_Death)_domain_protein,Ha412HOChr09g0425111,Calcium-dependent_phospholipid-binding_Copine_family_protein,floral_meristem_identity_control_protein_LEAFY_(LFY),Sec14p-like_phosphatidylinositol_transfer_family_protein	Ha412HOChr09g0425041,Ha412HOChr09g0425061,Ha412HOChr09g0425071,Ha412HOChr09g0425091,Ha412HOChr09g0425101,Ha412HOChr09g0425111,Ha412HOChr09g0425121,Ha412HOChr09g0425131,Ha412HOChr09g0425141
OTU_559_16S	Ha412HOChr10	175652788	1.194487e-08	exocyst_subunit_exo70_family_protein_D1,inter-alpha-trypsin_inhibitor_heavy_chain-like_protein,exocyst_subunit_exo70_family_protein_D3,exocyst_subunit_exo70_family_protein_D3,TRF-like_6,myb_domain_protein_66,[LOW_BITSCORE]_Polyketide_cyclase/dehydrase_and_lipid_transport_superfamily_protein	Ha412HOChr10g0471011,Ha412HOChr10g0471021,Ha412HOChr10g0471031,Ha412HOChr10g0471041,Ha412HOChr10g0471051,Ha412HOChr10g0471071,Ha412HOChr10g0471081
OTU_559_16S	Ha412HOChr11	180720905	5.515043e-08	Malectin/receptor-like_protein_kinase_family_protein,[LOW_BITSCORE]_Nucleotide-sugar_transporter_family_protein,Malectin/receptor-like_protein_kinase_family_protein,[LOW_BITSCORE]_polygalacturonase_inhibiting_protein_1	Ha412HOChr11g0524801,Ha412HOChr11g0524811,Ha412HOChr11g0524831,Ha412HOChr11g0524851
OTU_559_16S	Ha412HOChr12	18493534	1.486761e-10	NoGenes	NoGenes
OTU_559_16S	Ha412HOChr12	110434632	8.957075e-08	sumo_conjugation_enzyme_1	Ha412HOChr12g0568171
OTU_559_16S	Ha412HOChr14	27233274	6.545077e-08	[LOW_BITSCORE]_GOLDEN2-like_2,[LOW_BITSCORE]_GOLDEN2-like_2,Chaperone_DnaJ-domain_superfamily_protein,Chaperone_DnaJ-domain_superfamily_protein,xyloglucan_endotransglucosylase/hydrolase_26,[LOW_BITSCORE]_protease_Do-like_protein,Chaperone_DnaJ-domain_superfamily_protein,Chaperone_DnaJ-domain_superfamily_protein	Ha412HOChr14g0637651,Ha412HOChr14g0637661,Ha412HOChr14g0637671,Ha412HOChr14g0637681,Ha412HOChr14g0637701,Ha412HOChr14g0637711,Ha412HOChr14g0637721,Ha412HOChr14g0637731
OTU_559_16S	Ha412HOChr16	112379200	8.918195e-09	Basic-leucine_zipper_(bZIP)_transcription_factor_family_protein,[LOW_BITSCORE]_DEK_carboxy-terminal_domain_protein	Ha412HOChr16g0772501,Ha412HOChr16g0772541
OTU_559_16S	Ha412HOChr16	197676508	1.443070e-08	Sec14p-like_phosphatidylinositol_transfer_family_protein,HXXXD-type_acyl-transferase_family_protein,HXXXD-type_acyl-transferase_family_protein,POZ/BTB_containin_G-protein_1,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,ATP_citrate_lyase_(ACL)_family_protein,UDP-Glycosyltransferase_/_trehalose-phosphatase_family_protein	Ha412HOChr16g0796771,Ha412HOChr16g0796791,Ha412HOChr16g0796811,Ha412HOChr16g0796821,Ha412HOChr16g0796851,Ha412HOChr16g0796861,Ha412HOChr16g0796871
OTU_559_16S	Ha412HOChr17	39125442	2.972431e-08	Protein_phosphatase_2C_family_protein,Ribosomal_RNA_processing_Brix_domain_protein,RING/U-box_superfamily_protein,cAMP-regulated_phosphoprotein_19-related_protein,uncharacterized_protein_AT1G26750	Ha412HOChr17g0821951,Ha412HOChr17g0821961,Ha412HOChr17g0821981,Ha412HOChr17g0822011,Ha412HOChr17g0822031
OTU_56_16S	Ha412HOChr02	132212253	1.911189e-09	Disease_resistance_protein_(CC-NBS-LRR_class)_family	Ha412HOChr02g0074921
OTU_56_16S	Ha412HOChr06	75586217	5.093207e-08	NoGenes	NoGenes
OTU_56_16S	Ha412HOChr10	114227369	9.542700e-09	[LOW_BITSCORE]_C-8_sterol_isomerase,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Ha412HOChr10g0454261,Ha412HOChr10g0454271
OTU_56_16S	Ha412HOChr11	52964881	7.522887e-08	[LOW_BITSCORE]_seed_storage_albumin_5,acyl-activating_enzyme_14,S-adenosyl-L-methionine-dependent_methyltransferases_superfamily_protein	Ha412HOChr11g0497641,Ha412HOChr11g0497651,Ha412HOChr11g0497671
OTU_56_16S	Ha412HOChr15	101085894	1.497514e-08	Wall-associated_kinase_family_protein,wall_associated_kinase-like_2,Wall-associated_kinase_family_protein,wall_associated_kinase-like_2	Ha412HOChr15g0726411,Ha412HOChr15g0726421,Ha412HOChr15g0726431,Ha412HOChr15g0726451
OTU_56_16S	Ha412HOChr15	101085900	5.121784e-09	Wall-associated_kinase_family_protein,wall_associated_kinase-like_2,Wall-associated_kinase_family_protein,wall_associated_kinase-like_2	Ha412HOChr15g0726411,Ha412HOChr15g0726421,Ha412HOChr15g0726431,Ha412HOChr15g0726451
OTU_56_16S	Ha412HOChr15	101085903	2.457877e-08	Wall-associated_kinase_family_protein,wall_associated_kinase-like_2,Wall-associated_kinase_family_protein,wall_associated_kinase-like_2	Ha412HOChr15g0726411,Ha412HOChr15g0726421,Ha412HOChr15g0726431,Ha412HOChr15g0726451
OTU_56_16S	Ha412HOChr15	101085909	2.457877e-08	Wall-associated_kinase_family_protein,wall_associated_kinase-like_2,Wall-associated_kinase_family_protein,wall_associated_kinase-like_2	Ha412HOChr15g0726411,Ha412HOChr15g0726421,Ha412HOChr15g0726431,Ha412HOChr15g0726451
OTU_56_16S	Ha412HOChr15	168263934	9.586731e-08	NoGenes	NoGenes
OTU_570_16S	Ha412HOChr04	16601357	1.373736e-11	Translation_initiation_factor_2,_small_GTP-binding_protein,[LOW_BITSCORE]_Trypsin_family_protein,seryl-tRNA_synthetase_/_serine-tRNA_ligase,[LOW_BITSCORE]_RNA-directed_DNA_polymerase_(reverse_transcriptase)-related_family_protein,[LOW_BITSCORE]_extensin-like_protein,TOPLESS-related_1,[LOW_BITSCORE]_DHHC-type_zinc_finger_family_protein	Ha412HOChr04g0151301,Ha412HOChr04g0151321,Ha412HOChr04g0151341,Ha412HOChr04g0151351,Ha412HOChr04g0151361,Ha412HOChr04g0151371,Ha412HOChr04g0151391
OTU_570_16S	Ha412HOChr15	176749476	8.641635e-08	BSD_domain-containing_protein,CW7,growth-regulating_factor_1,[LOW_BITSCORE]_frataxin-like_protein,ACT-like_protein_tyrosine_kinase_family_protein	Ha412HOChr15g0742311,Ha412HOChr15g0742321,Ha412HOChr15g0742331,Ha412HOChr15g0742341,Ha412HOChr15g0742351
OTU_570_16S	Ha412HOChr16	37375512	4.405568e-08	Remorin_family_protein,basic_helix-loop-helix_(bHLH)_DNA-binding_superfamily_protein	Ha412HOChr16g0759171,Ha412HOChr16g0759181
OTU_575_16S	Ha412HOChr12	31559826	5.140345e-08	translocase_subunit_seca	Ha412HOChr12g0548561
OTU_575_16S	Ha412HOChr12	31559844	3.525706e-08	translocase_subunit_seca	Ha412HOChr12g0548561
OTU_587_16S	Ha412HOChr09	155765005	7.097376e-08	filament-like_protein_(DUF869),SET_domain-containing_protein,PLC-like_phosphodiesterases_superfamily_protein,Polynucleotide_adenylyltransferase_family_protein,uncharacterized_protein_AT5G47580,F-box/RNI-like_superfamily_protein,basic_helix-loop-helix_(bHLH)_DNA-binding_superfamily_protein,PLC-like_phosphodiesterases_superfamily_protein	Ha412HOChr09g0409591,Ha412HOChr09g0409611,Ha412HOChr09g0409621,Ha412HOChr09g0409631,Ha412HOChr09g0409641,Ha412HOChr09g0409661,Ha412HOChr09g0409701,Ha412HOChr09g0409711
OTU_590_16S	Ha412HOChr11	197405715	6.458775e-08	hercules_receptor_kinase_1,Malectin/receptor-like_protein_kinase_family_protein,hercules_receptor_kinase_1,Malectin/receptor-like_protein_kinase_family_protein,Protein_kinase_superfamily_protein	Ha412HOChr11g0532531,Ha412HOChr11g0532541,Ha412HOChr11g0532551,Ha412HOChr11g0532571,Ha412HOChr11g0532581
OTU_590_16S	Ha412HOChr11	197405757	3.722847e-08	hercules_receptor_kinase_1,Malectin/receptor-like_protein_kinase_family_protein,hercules_receptor_kinase_1,Malectin/receptor-like_protein_kinase_family_protein,Protein_kinase_superfamily_protein	Ha412HOChr11g0532531,Ha412HOChr11g0532541,Ha412HOChr11g0532551,Ha412HOChr11g0532571,Ha412HOChr11g0532581
OTU_590_16S	Ha412HOChr13	137441023	6.904071e-08	lectin_protein_kinase_family_protein,lectin_protein_kinase_family_protein,Protein_kinase_superfamily_protein,S-locus_lectin_protein_kinase_family_protein,THAUMATIN-LIKE_PROTEIN_1,Curculin-like_(mannose-binding)_lectin_family_protein	Ha412HOChr13g0616561,Ha412HOChr13g0616581,Ha412HOChr13g0616591,Ha412HOChr13g0616601,Ha412HOChr13g0616621,Ha412HOChr13g0616631
OTU_597_16S	Ha412HOChr02	46610041	1.007297e-08	dimethylallyl,_adenosine_tRNA_methylthiotransferase,DNAJ_heat_shock_N-terminal_domain-containing_protein,Mitochondrial_transcription_termination_factor_family_protein,succinate_dehydrogenase_5	Ha412HOChr02g0059001,Ha412HOChr02g0059011,Ha412HOChr02g0059021,Ha412HOChr02g0059031
OTU_597_16S	Ha412HOChr03	31829106	9.766291e-08	NoGenes	NoGenes
OTU_597_16S	Ha412HOChr10	110004142	7.730537e-08	Acyl-CoA_N-acyltransferase_with_RING/FYVE/PHD-type_zinc_finger_protein,O-fucosyltransferase_family_protein	Ha412HOChr10g0453101,Ha412HOChr10g0453111
OTU_597_16S	Ha412HOChr13	139621030	4.629475e-08	Adaptin_family_protein,Ha412HOChr13g0617571,[LOW_BITSCORE]_Aldolase-type_TIM_barrel_family_protein,[LOW_BITSCORE]_receptor-like_kinase_in_flowers_1	Ha412HOChr13g0617561,Ha412HOChr13g0617571,Ha412HOChr13g0617581,Ha412HOChr13g0617591
OTU_597_16S	Ha412HOChr13	139621034	4.629475e-08	Adaptin_family_protein,Ha412HOChr13g0617571,[LOW_BITSCORE]_Aldolase-type_TIM_barrel_family_protein,[LOW_BITSCORE]_receptor-like_kinase_in_flowers_1	Ha412HOChr13g0617561,Ha412HOChr13g0617571,Ha412HOChr13g0617581,Ha412HOChr13g0617591
OTU_597_16S	Ha412HOChr13	139621051	4.629475e-08	Adaptin_family_protein,Ha412HOChr13g0617571,[LOW_BITSCORE]_Aldolase-type_TIM_barrel_family_protein,[LOW_BITSCORE]_receptor-like_kinase_in_flowers_1	Ha412HOChr13g0617561,Ha412HOChr13g0617571,Ha412HOChr13g0617581,Ha412HOChr13g0617591
OTU_597_16S	Ha412HOChr15	88107995	8.972788e-08	RING/U-box_superfamily_protein,heat_shock_cognate_protein_70-1,RING/U-box_superfamily_protein	Ha412HOChr15g0723911,Ha412HOChr15g0723921,Ha412HOChr15g0723951
OTU_597_16S	Ha412HOChr16	99022980	9.170012e-08	NoGenes	NoGenes
OTU_603_16S	Ha412HOChr02	99173576	3.737571e-08	NoGenes	NoGenes
OTU_612_16S	Ha412HOChr03	25220986	5.936853e-08	metallo-beta-lactamase_family_protein,RAB_GTPase_homolog_1C,Ankyrin_repeat_family_protein	Ha412HOChr03g0098891,Ha412HOChr03g0098901,Ha412HOChr03g0098911
OTU_625_16S	Ha412HOChr10	179813265	1.110449e-08	Homeobox-leucine_zipper_family_protein_/_lipid-binding_START_domain-containing_protein	Ha412HOChr10g0472541
OTU_625_16S	Ha412HOChr11	131023130	3.636601e-09	NoGenes	NoGenes
OTU_627_16S	Ha412HOChr12	97455918	1.892322e-08	LOB_domain-containing_protein_41	Ha412HOChr12g0565801
OTU_627_16S	Ha412HOChr12	97455920	1.892322e-08	LOB_domain-containing_protein_41	Ha412HOChr12g0565801
OTU_634_16S	Ha412HOChr05	178639597	6.078813e-08	NB-ARC_domain-containing_disease_resistance_protein,Ergosterol_biosynthesis_ERG4/ERG24_family,NB-ARC_domain-containing_disease_resistance_protein,Ankyrin_repeat_family_protein,fatty_acid_desaturase_A,Ha412HOChr05g0240721	Ha412HOChr05g0240601,Ha412HOChr05g0240631,Ha412HOChr05g0240661,Ha412HOChr05g0240671,Ha412HOChr05g0240691,Ha412HOChr05g0240721
OTU_634_16S	Ha412HOChr05	178639598	6.078813e-08	NB-ARC_domain-containing_disease_resistance_protein,Ergosterol_biosynthesis_ERG4/ERG24_family,NB-ARC_domain-containing_disease_resistance_protein,Ankyrin_repeat_family_protein,fatty_acid_desaturase_A,Ha412HOChr05g0240721	Ha412HOChr05g0240601,Ha412HOChr05g0240631,Ha412HOChr05g0240661,Ha412HOChr05g0240671,Ha412HOChr05g0240691,Ha412HOChr05g0240721
OTU_641_16S	Ha412HOChr11	99105124	9.572321e-08	Nuclear_transport_factor_2_(NTF2)_family_protein,Zinc_finger_C-x8-C-x5-C-x3-H_type_family_protein	Ha412HOChr11g0506411,Ha412HOChr11g0506421
OTU_642_16S	Ha412HOChr06	37601374	5.850725e-08	F-box_family_protein,[LOW_BITSCORE]_Aminotransferase-like,_plant_mobile_domain_family_protein,[LOW_BITSCORE]_glucan_synthase-like_8,F-box_and_associated_interaction_domains-containing_protein,[LOW_BITSCORE]_F-box_family_protein	Ha412HOChr06g0261511,Ha412HOChr06g0261521,Ha412HOChr06g0261531,Ha412HOChr06g0261561,Ha412HOChr06g0261581
OTU_651_16S	Ha412HOChr01	69129104	7.396491e-08	uncharacterized_protein_AT3G52710,Thioredoxin_family_protein,Protein_kinase_superfamily_protein,Protein_kinase_superfamily_protein	Ha412HOChr01g0015581,Ha412HOChr01g0015591,Ha412HOChr01g0015611,Ha412HOChr01g0015621
OTU_651_16S	Ha412HOChr01	69129106	7.396491e-08	uncharacterized_protein_AT3G52710,Thioredoxin_family_protein,Protein_kinase_superfamily_protein,Protein_kinase_superfamily_protein	Ha412HOChr01g0015581,Ha412HOChr01g0015591,Ha412HOChr01g0015611,Ha412HOChr01g0015621
OTU_651_16S	Ha412HOChr08	171837702	4.031554e-08	NoGenes	NoGenes
OTU_651_16S	Ha412HOChr11	54773893	1.161474e-08	[LOW_BITSCORE]_RPA70-kDa_subunit_B,P-type_ATP-ase_1,Endoplasmic_reticulum_vesicle_transporter_protein,Polymerase/histidinol_phosphatase-like_protein	Ha412HOChr11g0498161,Ha412HOChr11g0498171,Ha412HOChr11g0498181,Ha412HOChr11g0498191
OTU_651_16S	Ha412HOChr15	151046061	4.847365e-08	NoGenes	NoGenes
OTU_655_16S	Ha412HOChr04	99989632	2.008001e-08	NoGenes	NoGenes
OTU_655_16S	Ha412HOChr04	99989641	2.008001e-08	NoGenes	NoGenes
OTU_655_16S	Ha412HOChr06	45999600	7.858246e-08	Cyclin-like_family_protein,UDP-glycosyltransferase_73B4,[LOW_BITSCORE]_uncharacterized_protein_AT4G23020,RNA-binding_(RRM/RBD/RNP_motifs)_family_protein,chloroplast_RNA_binding_protein	Ha412HOChr06g0264021,Ha412HOChr06g0264031,Ha412HOChr06g0264101,Ha412HOChr06g0264111,Ha412HOChr06g0264121
OTU_655_16S	Ha412HOChr17	39497693	5.347959e-08	T-box_transcription_factor,_putative_(DUF863),Ankyrin_repeat_family_protein,[LOW_BITSCORE]_HXXXD-type_acyl-transferase_family_protein	Ha412HOChr17g0822221,Ha412HOChr17g0822241,Ha412HOChr17g0822251
OTU_659_16S	Ha412HOChr04	99965456	1.976173e-08	NoGenes	NoGenes
OTU_659_16S	Ha412HOChr11	49278636	2.875883e-08	NoGenes	NoGenes
OTU_687_16S	Ha412HOChr04	63374785	4.426360e-08	cysteine-rich_RLK_(RECEPTOR-like_protein_kinase)_11,[LOW_BITSCORE]_disease_resistance_protein_(TIR-NBS-LRR_class),[LOW_BITSCORE]_Single-stranded_nucleic_acid_binding_R3H_protein,[LOW_BITSCORE]_kinesin-like_protein_1	Ha412HOChr04g0163361,Ha412HOChr04g0163371,Ha412HOChr04g0163391,Ha412HOChr04g0163401
OTU_687_16S	Ha412HOChr04	63374794	4.426360e-08	cysteine-rich_RLK_(RECEPTOR-like_protein_kinase)_11,[LOW_BITSCORE]_disease_resistance_protein_(TIR-NBS-LRR_class),[LOW_BITSCORE]_Single-stranded_nucleic_acid_binding_R3H_protein,[LOW_BITSCORE]_kinesin-like_protein_1	Ha412HOChr04g0163361,Ha412HOChr04g0163371,Ha412HOChr04g0163391,Ha412HOChr04g0163401
OTU_687_16S	Ha412HOChr04	63374797	4.426360e-08	cysteine-rich_RLK_(RECEPTOR-like_protein_kinase)_11,[LOW_BITSCORE]_disease_resistance_protein_(TIR-NBS-LRR_class),[LOW_BITSCORE]_Single-stranded_nucleic_acid_binding_R3H_protein,[LOW_BITSCORE]_kinesin-like_protein_1	Ha412HOChr04g0163361,Ha412HOChr04g0163371,Ha412HOChr04g0163391,Ha412HOChr04g0163401
OTU_687_16S	Ha412HOChr04	63374833	4.426360e-08	cysteine-rich_RLK_(RECEPTOR-like_protein_kinase)_11,[LOW_BITSCORE]_disease_resistance_protein_(TIR-NBS-LRR_class),[LOW_BITSCORE]_Single-stranded_nucleic_acid_binding_R3H_protein,[LOW_BITSCORE]_kinesin-like_protein_1	Ha412HOChr04g0163361,Ha412HOChr04g0163371,Ha412HOChr04g0163391,Ha412HOChr04g0163401
OTU_687_16S	Ha412HOChr04	63374847	4.426360e-08	cysteine-rich_RLK_(RECEPTOR-like_protein_kinase)_11,[LOW_BITSCORE]_disease_resistance_protein_(TIR-NBS-LRR_class),[LOW_BITSCORE]_Single-stranded_nucleic_acid_binding_R3H_protein,[LOW_BITSCORE]_kinesin-like_protein_1	Ha412HOChr04g0163361,Ha412HOChr04g0163371,Ha412HOChr04g0163391,Ha412HOChr04g0163401
OTU_687_16S	Ha412HOChr10	68968212	1.073580e-09	NoGenes	NoGenes
OTU_687_16S	Ha412HOChr15	137987989	4.290285e-08	[LOW_BITSCORE]_Transcriptional_factor_B3_family_protein	Ha412HOChr15g0736311
OTU_687_16S	Ha412HOChr17	42166803	4.473440e-09	S-locus_lectin_protein_kinase_family_protein,S-locus_lectin_protein_kinase_family_protein,[LOW_BITSCORE]_Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,Saccharopine_dehydrogenase,Ha412HOChr17g0822911,DUF1336_family_protein_(DUF1336),transmembrane_protein_(DUF872)	Ha412HOChr17g0822831,Ha412HOChr17g0822841,Ha412HOChr17g0822851,Ha412HOChr17g0822881,Ha412HOChr17g0822911,Ha412HOChr17g0822931,Ha412HOChr17g0822941
OTU_687_16S	Ha412HOChr17	98436803	6.326570e-08	NoGenes	NoGenes
OTU_690_16S	Ha412HOChr10	107330330	4.141476e-08	long-chain_acyl-CoA_synthetase_7	Ha412HOChr10g0452441
OTU_690_16S	Ha412HOChr17	42166803	1.856851e-08	S-locus_lectin_protein_kinase_family_protein,S-locus_lectin_protein_kinase_family_protein,[LOW_BITSCORE]_Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,Saccharopine_dehydrogenase,Ha412HOChr17g0822911,DUF1336_family_protein_(DUF1336),transmembrane_protein_(DUF872)	Ha412HOChr17g0822831,Ha412HOChr17g0822841,Ha412HOChr17g0822851,Ha412HOChr17g0822881,Ha412HOChr17g0822911,Ha412HOChr17g0822931,Ha412HOChr17g0822941
OTU_69_16S	Ha412HOChr12	129950130	5.565866e-08	transcriptional_activator_(DUF662)	Ha412HOChr12g0570671
OTU_69_16S	Ha412HOChr17	120908933	8.439262e-08	NoGenes	NoGenes
OTU_697_16S	Ha412HOChr10	18754400	4.169946e-08	mediator_of_aba-regulated_dormancy_protein_(DUF581),Ha412HOChr10g0436161,Ribosomal_L18p/L5e_family_protein,[LOW_BITSCORE]_double-stranded_RNA-binding_domain_(DsRBD)-containing_protein	Ha412HOChr10g0436141,Ha412HOChr10g0436161,Ha412HOChr10g0436191,Ha412HOChr10g0436201
OTU_697_16S	Ha412HOChr12	163871521	5.494954e-08	NoGenes	NoGenes
OTU_698_16S	Ha412HOChr01	75875200	5.147047e-08	UDP-Glycosyltransferase_superfamily_protein,UDP-glucosyl_transferase_76E2,[LOW_BITSCORE]_shaggy-like_kinase_13,F-box_and_associated_interaction_domains-containing_protein,HSP20-like_chaperones_superfamily_protein,HSP20-like_chaperones_superfamily_protein,HSP20-like_chaperones_superfamily_protein,hypothetical_protein_(DUF3527),PPPDE_thiol_peptidase_family_protein	Ha412HOChr01g0017511,Ha412HOChr01g0017521,Ha412HOChr01g0017541,Ha412HOChr01g0017561,Ha412HOChr01g0017591,Ha412HOChr01g0017601,Ha412HOChr01g0017651,Ha412HOChr01g0017661,Ha412HOChr01g0017671
OTU_698_16S	Ha412HOChr05	176593243	8.084480e-08	diaminopimelate_epimerase_family_protein	Ha412HOChr05g0239741
OTU_698_16S	Ha412HOChr07	157084170	7.018083e-08	Pentatricopeptide_repeat_(PPR)_superfamily_protein,Nucleic_acid-binding,_OB-fold-like_protein,Pentatricopeptide_repeat_(PPR)_superfamily_protein,Pentatricopeptide_repeat_(PPR)_superfamily_protein,Pentatricopeptide_repeat_(PPR)_superfamily_protein,Pentatricopeptide_repeat_(PPR)_superfamily_protein,[LOW_BITSCORE]_Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,Pentatricopeptide_repeat_(PPR)_superfamily_protein,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,myosin_heavy_chain,_striated_protein	Ha412HOChr07g0323711,Ha412HOChr07g0323741,Ha412HOChr07g0323761,Ha412HOChr07g0323771,Ha412HOChr07g0323781,Ha412HOChr07g0323791,Ha412HOChr07g0323801,Ha412HOChr07g0323811,Ha412HOChr07g0323821,Ha412HOChr07g0323841,Ha412HOChr07g0323851
OTU_698_16S	Ha412HOChr09	9256859	8.682424e-09	UDP-glucosyltransferase_74F2	Ha412HOChr09g0374251
OTU_698_16S	Ha412HOChr09	28100603	2.618767e-08	Ankyrin_repeat_family_protein_with_DHHC_zinc_finger_domain-containing_protein,Octicosapeptide/Phox/Bem1p_(PB1)_domain-containing_protein_/_tetratricopeptide_repeat_(TPR)-containing_protein,ER_lectin-like_protein,Sterile_alpha_motif_(SAM)_domain-containing_protein	Ha412HOChr09g0379301,Ha412HOChr09g0379311,Ha412HOChr09g0379331,Ha412HOChr09g0379361
OTU_698_16S	Ha412HOChr12	137389111	3.199982e-10	RING/U-box_superfamily_protein,[LOW_BITSCORE]_receptor_kinase_2,[LOW_BITSCORE]_Pentatricopeptide_repeat_(PPR-like)_superfamily_protein	Ha412HOChr12g0571271,Ha412HOChr12g0571281,Ha412HOChr12g0571291
OTU_702_16S	Ha412HOChr04	145374802	7.555614e-08	NoGenes	NoGenes
OTU_702_16S	Ha412HOChr06	42362523	4.809464e-08	NAD(P)-linked_oxidoreductase_superfamily_protein,NAD(P)-linked_oxidoreductase_superfamily_protein,[LOW_BITSCORE]_Histone_superfamily_protein,NAD(P)-linked_oxidoreductase_superfamily_protein	Ha412HOChr06g0262951,Ha412HOChr06g0262961,Ha412HOChr06g0262971,Ha412HOChr06g0262981
OTU_702_16S	Ha412HOChr06	143596789	3.269989e-08	F-box_and_associated_interaction_domains-containing_protein,F-box_and_associated_interaction_domains-containing_protein	Ha412HOChr06g0283871,Ha412HOChr06g0283881
OTU_702_16S	Ha412HOChr07	123629994	3.089183e-08	NoGenes	NoGenes
OTU_702_16S	Ha412HOChr07	123630006	1.317449e-09	NoGenes	NoGenes
OTU_702_16S	Ha412HOChr07	123630019	1.317449e-09	NoGenes	NoGenes
OTU_702_16S	Ha412HOChr07	123630034	1.605747e-08	NoGenes	NoGenes
OTU_702_16S	Ha412HOChr08	117950988	8.496140e-08	NoGenes	NoGenes
OTU_702_16S	Ha412HOChr09	30004285	6.887937e-08	Protein_kinase_superfamily_protein,[LOW_BITSCORE]_protein_kinase_family_protein_/_peptidoglycan-binding_LysM_domain-containing_protein,[LOW_BITSCORE]_BED_zinc_finger_and_hAT_dimerization_domain-containing_protein_DAYSLEEPER	Ha412HOChr09g0379631,Ha412HOChr09g0379641,Ha412HOChr09g0379661
OTU_702_16S	Ha412HOChr10	181910100	2.852959e-08	calmodulin-binding_receptor-like_cytoplasmic_kinase_3,purple_acid_phosphatase_26,P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein,P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein,WRKY_DNA-binding_protein_71,purple_acid_phosphatase_26,Ha412HOChr10g0473631,[LOW_BITSCORE]_Calcineurin-like_metallo-phosphoesterase_superfamily_protein,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Ha412HOChr10g0473541,Ha412HOChr10g0473551,Ha412HOChr10g0473561,Ha412HOChr10g0473571,Ha412HOChr10g0473601,Ha412HOChr10g0473611,Ha412HOChr10g0473631,Ha412HOChr10g0473641,Ha412HOChr10g0473651
OTU_702_16S	Ha412HOChr12	22350634	8.836861e-08	homeobox_protein_30	Ha412HOChr12g0545031
OTU_702_16S	Ha412HOChr15	164565042	1.001243e-09	NoGenes	NoGenes
